User name,User id,External system id,Barcode,Active,Type,Patron group,Departments,Proxy for,Last name,First name,Middle name,Preferred first name,Email,Phone,Mobile phone,Date of birth,Addresses,Preferred contact type id,Enrollment date,Expiration date,Created date,Updated date,Tags,Custom fields
username:81782,5c198693-ea81-4ff6-ae99-1249cc711c0f,externalsystemid:81782,0000081782,false,,"UC Stu/College, Quarter",,,Velez,Timothy,C,,fse.hosting@ebsco.com,920-813-8209,,1992-05-21 00:00:00.000Z,3a5d5407-1843-4876-bcef-1f3229890e2b;United States;3289 Reeves Street;;Sheboygan Falls;WI;53085;true;Home Address,001,,,2022-09-26 12:55:02.961Z,2022-09-26 12:55:02.961Z,,
username:81781,716d7c6a-d3ba-4394-ba25-5e31ad9e4fb3,externalsystemid:81781,0000081781,false,,"UC Faculty, Indefinite",,,Bromley,Mona,D,,fse.hosting@ebsco.com,330-491-4947,,1952-09-18 00:00:00.000Z,7b51949c-077e-45be-8478-38dbcdef77a2;United States;588 Rainbow Drive;;North Canton;OH;44720;true;Home Address,001,,,2022-09-26 12:55:02.977Z,2022-09-26 12:55:02.977Z,,
username:81780,c823de0a-cfe1-4e74-a609-25de5d46ef02,externalsystemid:81780,0000081780,false,,"Alum, Quarter 25",,,Lovato,Janette,C,,fse.hosting@ebsco.com,402-757-1968,,1974-09-01 00:00:00.000Z,9970f14e-c0ce-45f1-849e-ffb0dc6383e8;United States;1605 North Avenue;;Hordville;NE;68846;true;Home Address,001,,,2022-09-26 12:55:02.992Z,2022-09-26 12:55:02.992Z,,
username:8178,22f65815-f885-4328-b170-3f70ead3f0a1,externalsystemid:8178,000008178,false,,"UC Other, Quarter",,,Sedlacek,Tom,A,,fse.hosting@ebsco.com,225-768-4091,,1996-05-10 00:00:00.000Z,0e4b4e6a-cf64-48e3-8f9f-01b835039171;United States;2054 Eva Pearl Street;;Baton Rouge;LA;70810;true;Home Address,001,,,2022-09-26 12:55:03.006Z,2022-09-26 12:55:03.006Z,,
username:81779,f66100a7-2769-413d-b091-cfae7bd5bbd4,externalsystemid:81779,0000081779,false,,ILL Lending,,,Blanchard,Eva,H,,fse.hosting@ebsco.com,314-927-5481,,1956-04-17 00:00:00.000Z,0f51f437-7412-457b-933c-a0fe8fdb062c;United States;307 Ash Avenue;;Saint Louis;MO;63146;true;Home Address,001,,,2022-09-26 12:55:03.022Z,2022-09-26 12:55:03.022Z,,
username:81778,8348ec6e-535d-4de6-aec7-19be6e4b55cb,externalsystemid:81778,0000081778,false,,"Non-UC User, Quarter",,,Burnette,Carl,D,,fse.hosting@ebsco.com,214-286-2766,,1999-08-20 00:00:00.000Z,27012b85-1c37-48b6-8933-518815c8cdf9;United States;283 Fancher Drive;;Rylie;TX;75235;true;Home Address,001,,,2022-09-26 12:55:03.039Z,2022-09-26 12:55:03.039Z,,
username:81777,a6588153-122b-422e-ac8d-c75e1cb749a7,externalsystemid:81777,0000081777,false,,"UC Trustee, Indefinite",,,Smith,Monica,M,,fse.hosting@ebsco.com,718-452-2995,,1956-10-23 00:00:00.000Z,1a7e8cb7-54f2-4191-ba12-74f98072956f;United States;1079 Church Street;;Brooklyn;NY;11221;true;Home Address,001,,,2022-09-26 12:55:03.053Z,2022-09-26 12:55:03.053Z,,
username:81776,d71ac599-f4c7-4f98-9bd4-c79febaa3a24,externalsystemid:81776,0000081776,false,,"UC Staff, Quarter",,,James,Linda,J,,fse.hosting@ebsco.com,413-358-2376,,1998-05-03 00:00:00.000Z,c77924e7-46b9-460a-a890-ffa168681ff9;United States;2240 Leverton Cove Road;;Springfield;MA;1103;true;Home Address,001,,,2022-09-26 12:55:03.068Z,2022-09-26 12:55:03.068Z,,
username:81775,8e52b403-6222-4f56-8a21-da336442c15e,externalsystemid:81775,0000081775,false,,Bindery Charges,,,Smith,Candice,S,,fse.hosting@ebsco.com,347-452-9070,,2000-07-18 00:00:00.000Z,c807be30-fed2-4e7d-85b3-f94254ead229;United States;3475 Dancing Dove Lane;;Whitestone;NY;11357;true;Home Address,001,,,2022-09-26 12:55:03.082Z,2022-09-26 12:55:03.082Z,,
username:81774,d8b4bd54-718d-434f-8ab0-51937a2e3d47,externalsystemid:81774,0000081774,false,,"UC Academic, Indefinite",,,Talbert,Marie,R,,fse.hosting@ebsco.com,847-298-0562,,1971-04-28 00:00:00.000Z,3d7f7f48-1b77-467a-af6e-c6621b242f00;United States;3345 Dovetail Drive;;Des Plaines;IL;60016;true;Home Address,001,,,2022-09-26 12:55:03.098Z,2022-09-26 12:55:03.098Z,,
username:81773,d65804ea-0a61-44b4-b0f8-9687d90e224d,externalsystemid:81773,0000081773,false,,"Alum, Quarter 25",,,Pritchard,Rebecca,J,,fse.hosting@ebsco.com,928-428-1217,,1977-07-18 00:00:00.000Z,0b20317b-da01-4924-9849-3728737bae01;United States;1759 Clarksburg Park Road;;Safford;AZ;85546;true;Home Address,001,,,2022-09-26 12:55:03.118Z,2022-09-26 12:55:03.118Z,,
username:81772,71ac987d-50b1-42cc-b11e-66e798937a34,externalsystemid:81772,0000081772,false,,"UC Faculty, Indefinite",,,Vickers,Edna,R,,fse.hosting@ebsco.com,540-342-7346,,1955-07-15 00:00:00.000Z,bb2b48cf-41ad-4d56-ba48-f902fe6f32b9;United States;4777 Hurry Street;;Roanoke;VA;24011;true;Home Address,001,,,2022-09-26 12:55:03.134Z,2022-09-26 12:55:03.134Z,,
username:81771,e20d0b29-f1fb-4204-923a-99187bd4444f,externalsystemid:81771,0000081771,false,,Law Carrel,,,Atkins,Pamela,D,,fse.hosting@ebsco.com,732-478-1700,,1979-05-07 00:00:00.000Z,cbbac03d-6642-4071-8cd6-2cbe9db8eec4;United States;1086 Finwood Road;;Lyndhurst;NJ;7071;true;Home Address,001,,,2022-09-26 12:55:03.148Z,2022-09-26 12:55:03.148Z,,
username:81770,1ea5ce8a-b2fd-486b-b255-e9b5f0f424bd,externalsystemid:81770,0000081770,false,,"Non-UC User, Qtr Unlim Ren",,,Cable,Thomas,C,,fse.hosting@ebsco.com,714-679-6045,,1967-11-18 00:00:00.000Z,4b81777d-a6ff-4a44-82fe-871aed0bd670;United States;359 Alpaca Way;;Anaheim;CA;92801;true;Home Address,001,,,2022-09-26 12:55:03.162Z,2022-09-26 12:55:03.162Z,,
