User name,User id,External system id,Barcode,Active,Type,Patron group,Departments,Proxy for,Last name,First name,Middle name,Preferred first name,Email,Phone,Mobile phone,Date of birth,Addresses,Preferred contact type id,Enrollment date,Expiration date,Created date,Updated date,Tags,Custom fields
username:31923,418bddad-c678-46b5-b6ae-0c9fa1dd109a,externalsystemid:31923,0000031923,false,,"Northwestern, 12 Weeks",,,Wright,Judy,G,,fse.hosting@ebsco.com,212-785-9831,,1969-04-07 00:00:00.000Z,4fdac576-faf8-44e4-aa25-075bf69274a8;United States;2447 Shinn Street;;New York;NY;10004;true;Home Address,001,,,,,,
username:31922,182a4ebc-3179-48da-b41e-77b4a59c7f33,externalsystemid:31922,0000031922,false,,"Other, Indefinite",,,Sommer,Maryellen,H,,fse.hosting@ebsco.com,415-496-3547,,1955-02-07 00:00:00.000Z,b7b198d3-797d-446d-bd1e-20f5b42ef89e;United States;1808 Harrison Street;;San Francisco;CA;94107;true;Home Address,001,,,,,,
username:31921,8a4706bb-446e-4965-a671-3214c909e2a4,externalsystemid:31921,0000031921,false,,"Non-UC User, Quarter 25",,,Campbell,Wesley,J,,fse.hosting@ebsco.com,719-336-9309,,1973-10-27 00:00:00.000Z,6772b2f2-4233-4c16-a85c-0bbe455a127a;United States;4187 Clover Drive;;Lamar;CO;81052;true;Home Address,001,,,,,,
username:31920,7ee8939c-5146-42ac-8a50-8b38f6836040,externalsystemid:31920,0000031920,false,,"Non-UC User, Quarter",,,Gonzales,Collin,H,,fse.hosting@ebsco.com,323-757-7940,,1980-07-25 00:00:00.000Z,47c941df-6afc-41b4-ab5c-6689d67bf982;United States;3162 Southside Lane;;Los Angeles;CA;90044;true;Home Address,001,,,,,,
username:3192,5826c6f5-8a16-40a4-82f0-f8c0daff4898,externalsystemid:3192,000003192,false,,"Proxy Only, Do Not Loan",,,Bryan,Gina,W,,fse.hosting@ebsco.com,409-834-0699,,1998-08-06 00:00:00.000Z,719472fc-509a-4ae1-af46-1e8908abcabb;United States;3446 Lynn Ogden Lane;;Wildwood;TX;77663;true;Home Address,001,,,2022-08-09 16:04:54.837Z,2022-08-09 16:04:54.837Z,,
username:31919,6e520c62-5391-47cd-a96e-7965c94ef3b8,externalsystemid:31919,0000031919,false,,"Alum, Quarter 25",,,Carter,Douglas,V,,fse.hosting@ebsco.com,651-303-0295,,1966-01-08 00:00:00.000Z,0f6057e7-091e-415b-92f3-a8b19651aa1c;United States;3252 Bryan Avenue;;Stillwater;MN;55082;true;Home Address,001,,,,,,
username:31918,d9581ad3-eb87-4bc8-9c7f-ea60492d85b8,externalsystemid:31918,0000031918,false,,"UC Academic, Indefinite",,,Nelson,Robert,K,,fse.hosting@ebsco.com,832-276-6447,,1985-05-02 00:00:00.000Z,9cf09d8b-a6a9-43e6-9909-57300c9530b4;United States;4948 Wines Lane;;Houston;TX;77032;true;Home Address,001,,,,,,
username:31917,7155b963-f71b-4d03-b0c7-7def100549a1,externalsystemid:31917,0000031917,false,,"UC Academic, Indefinite",,,Phelps,Thomas,A,,fse.hosting@ebsco.com,775-220-1238,,1962-11-25 00:00:00.000Z,73eeb60f-b6cd-4986-8abc-b8fe3a409720;United States;340 Rockford Road;;Sparks;NV;89431;true;Home Address,001,,,,,,
username:31916,6d83b635-1ae6-48a3-bedf-4400ac91d6ab,externalsystemid:31916,0000031916,false,,"UIC Faculty, 16/4 Weeks",,,Elliott,Rose,K,,fse.hosting@ebsco.com,973-383-2457,,1957-07-03 00:00:00.000Z,222a310d-1b1e-4c0b-85a8-ceb104b68d04;United States;4760 Jadewood Farms;;Newton;NJ;7860;true;Home Address,001,,,,,,
username:31915,67760861-ce1f-4852-b873-7a689aff2e0b,externalsystemid:31915,0000031915,false,,"Non-UC User, Indefinite",,,Parker,Gary,F,,fse.hosting@ebsco.com,240-841-7277,,1978-09-25 00:00:00.000Z,fdc27752-e63a-4fe1-9690-f12e9f9ff6b3;United States;2637 Bobcat Drive;;Baltimore;MD;21201;true;Home Address,001,,,,,,
