User name,User id,External system id,Barcode,Active,Type,Patron group,Departments,Proxy for,Last name,First name,Middle name,Preferred first name,Email,Phone,Mobile phone,Date of birth,Addresses,Preferred contact type id,Enrollment date,Expiration date,Created date,Updated date,Tags,Custom fields
username:59121,037a57b0-f033-41c1-b6c0-f82e0e9b478a,externalsystemid:59121,0000059121,false,,"Alum, Quarter 25",,,Schuck,Rita,W,,fse.hosting@ebsco.com,631-894-9592,,1972-04-06 00:00:00.000Z,7118fd9e-0c48-4933-9724-b3ce0da6a0a6;United States;4606 Fieldcrest Road;;Huntington;NY;11743;true;Home Address,001,,,,,,
username:59120,6fae61a7-f5a3-499b-a51c-2a3a8facc2ad,externalsystemid:59120,0000059120,false,,"Northwestern, 12 Weeks",,,Lynch,Wendy,E,,fse.hosting@ebsco.com,561-261-9889,,1980-12-26 00:00:00.000Z,69b29824-37de-455b-aa32-134f6b13f29a;United States;90 Holt Street;;West Palm Beach;FL;33410;true;Home Address,001,,,,,,
username:5912,185df8a5-d121-4918-8256-eddd9e118f5f,externalsystemid:5912,000005912,false,,POLSKY Only Borrower,,,Williams,Robert,J,,fse.hosting@ebsco.com,213-304-6450,,1957-05-08 00:00:00.000Z,eadfde15-0ad4-4802-ba0d-39b0b7353aa5;United States;3837 Brannon Street;;City Of Commerce;CA;90040;true;Home Address,001,,,,,,
username:59119,0e47d1d2-a26c-4b9c-ac3b-fa0fbac041a4,externalsystemid:59119,0000059119,false,,"Other, Indefinite",,,Jenkins,Brenda,D,,fse.hosting@ebsco.com,559-469-7403,,1953-05-20 00:00:00.000Z,b2d04f5e-2b93-4dcc-884b-94c666f8ade8;United States;4026 Center Avenue;;Fresno;CA;93706;true;Home Address,001,,,,,,
username:59118,fa0a2d21-03dd-4666-ae28-bd04b85a28a3,externalsystemid:59118,0000059118,false,,"Non-UC User, Quarter 25",,,Chavez,Barbara,W,,fse.hosting@ebsco.com,505-880-4189,,1956-03-28 00:00:00.000Z,b80122e5-d8ea-49c8-b89e-8abb77113304;United States;2991 Chapmans Lane;;Albuquerque;NM;87110;true;Home Address,001,,,,,,
username:59117,ff6c43df-ff21-4e88-9e63-6c1a2ede40c3,externalsystemid:59117,0000059117,false,,"UIC Faculty, 16/4 Weeks",,,Edmondson,Kizzy,C,,fse.hosting@ebsco.com,205-592-5746,,1969-12-26 00:00:00.000Z,95165a73-75f9-4cee-b3e0-ab636cc72606;United States;4294 Strother Street;;Birmingham;AL;35212;true;Home Address,001,,,,,,
username:59116,45824b9d-50fe-4531-912b-e3a09fa07785,externalsystemid:59116,0000059116,false,,Do Not Use Email Test,,,Walston,Philip,L,,fse.hosting@ebsco.com,850-270-7210,,1989-01-15 00:00:00.000Z,1627e068-938e-4b14-845b-47a27eb72775;United States;2907 Virgil Street;;Tallahassee;FL;32301;true;Home Address,001,,,,,,
username:59115,5d84201e-e332-4f77-9b57-a8d102b855e8,externalsystemid:59115,0000059115,false,,Mansueto,,,Schultz,Raymond,J,,fse.hosting@ebsco.com,408-276-9324,,1987-12-01 00:00:00.000Z,36f339b3-be81-4830-b749-f42e35b60e86;United States;386 Hide A Way Road;;Santa Clara;CA;95054;true;Home Address,001,,,,,,
username:59114,35b883e1-4fd1-486a-b803-4a3b33ff3751,externalsystemid:59114,0000059114,false,,"UC Stu/Graduate, Quarter",,,Floyd,Rebecca,P,,fse.hosting@ebsco.com,240-766-9922,,1993-10-25 00:00:00.000Z,8d579b38-e090-4415-93b8-890f3d32ccb2;United States;2408 Bobcat Drive;;Washington;MD;20008;true;Home Address,001,,,,,,
username:59113,da43f0a5-4b68-4055-bfad-388f262f9885,externalsystemid:59113,0000059113,false,,"Non-UC User, Indefinite",,,Bennett,Dan,C,,fse.hosting@ebsco.com,859-259-2793,,1961-01-28 00:00:00.000Z,6195ddaa-5edd-4b29-a0dc-93aa81a2c4d5;United States;803 Carson Street;;Lexington;KY;40507;true;Home Address,001,,,,,,
username:59112,8d09f82d-6377-4728-928e-7a0c11b93f10,externalsystemid:59112,0000059112,false,,"Alum, Quarter 25",,,Carter,Scott,S,,fse.hosting@ebsco.com,908-559-5352,,1955-12-20 00:00:00.000Z,96916513-0d72-4cb2-b478-4220ebfb9b5a;United States;878 Caynor Circle;;Bernardsville;NJ;7924;true;Home Address,001,,,,,,
