User name,User id,External system id,Barcode,Active,Type,Patron group,Departments,Proxy for,Last name,First name,Middle name,Preferred first name,Email,Phone,Mobile phone,Date of birth,Addresses,Preferred contact type id,Enrollment date,Expiration date,Created date,Updated date,Tags,Custom fields
username:77253,7f2c49d2-29ea-4340-8cfe-c8d07d0967f1,externalsystemid:77253,0000077253,false,,"UC Stu/College, Quarter",,,Canchola,Augustine,K,,fse.hosting@ebsco.com,512-268-6827,,1961-06-22 00:00:00.000Z,fc0b90f5-ab6c-4da4-9069-366de5277161;United States;4225 Sundown Lane;;Kyle;TX;78640;false;Home Address,001,,,2022-08-11 13:35:48.397Z,2022-08-11 13:35:48.397Z,,
username:77252,12846b2d-c85c-400c-b00d-5353e934e84c,externalsystemid:77252,0000077252,false,,ILL Lending,,,Thomas,Renee,G,,fse.hosting@ebsco.com,316-779-9964,,1961-05-22 00:00:00.000Z,a849e83d-ecf8-405f-bd28-7989e6875569;United States;876 Henery Street;;Wichita;KS;67202;false;Home Address,001,,,2022-08-11 13:35:48.409Z,2022-08-11 13:35:48.409Z,,
username:77251,30839f18-21c9-46c1-8f1c-f0d9efe82ad4,externalsystemid:77251,0000077251,false,,"UC Department, Indefinite",,,Husby,Maria,C,,fse.hosting@ebsco.com,712-328-5383,,1988-04-29 00:00:00.000Z,45449ee7-ac47-4580-a442-1c7f072ad189;United States;1957 Ashwood Drive;;Council Bluffs;IA;51501;false;Home Address,001,,,2022-08-11 13:35:48.422Z,2022-08-11 13:35:48.422Z,,
username:77250,dee3c0d8-d8f0-43f9-97f2-5eedb9f23972,externalsystemid:77250,0000077250,false,,"UC Academic, Indefinite",,,Dawson,Jewell,M,,fse.hosting@ebsco.com,785-303-7366,,1966-08-01 00:00:00.000Z,92a85cd3-81fc-451b-a1c9-ba82435e7217;United States;1996 Nicholas Street;;Hays;KS;67601;false;Home Address,001,,,2022-08-11 13:35:48.435Z,2022-08-11 13:35:48.435Z,,
username:7725,1ea03450-6a20-4b61-ab47-4a5e96963738,externalsystemid:7725,000007725,false,,"Other, Indefinite",,,Mason,Patricia,R,,fse.hosting@ebsco.com,559-221-2038,,1990-04-29 00:00:00.000Z,388d8191-f4b2-4e7b-860a-a39a6f1c05c4;United States;3685 Center Street;;Fresno;CA;93704;false;Home Address,001,,,2022-08-11 13:35:48.447Z,2022-08-11 13:35:48.447Z,,
username:77249,50ff4172-b567-4898-a058-8021976f2d72,externalsystemid:77249,0000077249,false,,"Access Only, Do Not Loan",,,Richardson,Jason,M,,fse.hosting@ebsco.com,718-488-3019,,1998-12-30 00:00:00.000Z,974744fb-9497-43a3-a5ca-1bdbf75b35eb;United States;1161 Church Street;;Brooklyn;NY;11201;false;Home Address,001,,,2022-08-11 13:35:48.459Z,2022-08-11 13:35:48.459Z,,
username:77248,a5360a73-64c1-47da-be58-5a1cd3b70de7,externalsystemid:77248,0000077248,false,,"UC Department, Quarter",,,Williams,Lydia,B,,fse.hosting@ebsco.com,212-818-5265,,1996-07-08 00:00:00.000Z,429df917-eeca-48b8-ae6f-d170eb3d59b7;United States;926 Small Street;;New York;NY;10016;false;Home Address,001,,,2022-08-12 09:44:02.597Z,2022-08-11 13:35:02.597Z,,
username:77247,3495f1e2-5484-419b-81eb-5af482430cf6,externalsystemid:77247,0000077247,false,,Law Carrel,,,Stanback,Annabelle,F,,fse.hosting@ebsco.com,559-718-3407,,1970-04-08 00:00:00.000Z,d7132f20-7985-427f-8f07-b19526ba8ef7;United States;4471 Heritage Road;;Fresno;CA;93711;false;Home Address,001,,,2022-08-11 13:35:48.487Z,2022-08-11 13:35:48.487Z,,
username:77246,f96e3d2d-3866-4ea5-a0fb-16c97d125cc6,externalsystemid:77246,0000077246,false,,"Northwestern, 12 Weeks",,,Padillo,Shawn,M,,fse.hosting@ebsco.com,856-784-8531,,1990-10-16 00:00:00.000Z,b947c3ff-df87-43e1-8ee3-80aa9291ba62;United States;4227 Valley Street;;Laurel Springs;NJ;8021;false;Home Address,001,,,2022-08-11 13:35:48.501Z,2022-08-11 13:35:48.501Z,,
username:77245,0cabe965-e168-4c05-b034-ebfc08d8646c,externalsystemid:77245,0000077245,false,,Borrow Direct Lending,,,Smith,Theodore,M,,fse.hosting@ebsco.com,415-274-0533,,1985-08-10 09:10:30.998Z,d3a2caa8-99c7-4e4a-b010-95f205507ed0;United States;3130 Delaware Avenue;;San Francisco;CA;94108;false;Home Address,001,,,2022-08-11 13:35:48.516Z,2022-08-11 13:35:48.516Z,,
username:77244,76601212-301d-47ed-a0f6-fca66128f8a9,externalsystemid:77244,0000077244,false,,"UC Department, Indefinite",,,Austin,William,B,,fse.hosting@ebsco.com,910-560-3547,,1970-05-27 00:00:00.000Z,03016bc1-c0ce-4912-801a-f745ac096eac;United States;4744 Happy Hollow Road;;Jacksonville;NC;28540;false;Home Address,001,,,2022-08-11 13:35:48.533Z,2022-08-11 13:35:48.533Z,,
username:77243,8527775a-8aeb-4476-90f5-5582cd3d544b,externalsystemid:77243,0000077243,false,,"UC Academic, Indefinite",,,Crockett,Steven,E,,fse.hosting@ebsco.com,216-890-2675,,1984-01-07 00:00:00.000Z,16e61e29-2abc-4895-a083-3abab0fa0e58;United States;1049 Sunny Glen Lane;;Warrensville Heights;OH;44128;false;Home Address,001,,,2022-08-11 13:35:48.550Z,2022-08-11 13:35:48.550Z,,
username:77242,4a2f7a8d-49e3-4c13-9e0c-13b6db4a2211,externalsystemid:77242,0000077242,false,,Bindery Charges,,,Dennis,Donald,J,,fse.hosting@ebsco.com,732-390-4732,,1963-02-21 00:00:00.000Z,30e5625f-7067-4645-9d0e-a1895adb7820;United States;2501 Pennsylvania Avenue;;South River;NJ;8882;false;Home Address,001,,,2022-08-11 13:35:48.564Z,2022-08-11 13:35:48.564Z,,
username:77241,b46060e5-9908-43f6-a147-f5c6705a32cd,externalsystemid:77241,0000077241,false,,"UC Other, Quarter",,,Coffin,Molly,M,,fse.hosting@ebsco.com,314-651-5854,,1961-08-09 00:00:00.000Z,0dd185bc-8898-4b38-967a-e1981c28d291;United States;992 Blane Street;;Manchester;MO;63011;false;Home Address,001,,,2022-08-11 13:35:48.578Z,2022-08-11 13:35:48.578Z,,
username:77240,aaaaf321-7971-4e69-aeda-d27d973eb6ab,externalsystemid:77240,0000077240,false,,Borrow Direct Lending,,,Thomas,Jacqueline,G,,fse.hosting@ebsco.com,818-408-9644,,1996-03-01 00:00:00.000Z,095b5c4a-1dbd-4322-934c-4a470c4b5659;United States;379 Edsel Road;;Pomona;CA;91766;false;Home Address,001,,,2022-08-11 13:35:48.590Z,2022-08-11 13:35:48.590Z,,
username:7724,9858237d-76dc-448c-a07b-7d3c05ee508a,externalsystemid:7724,000007724,false,,"UC Academic, Indefinite",,,Savage,Elaine,E,,fse.hosting@ebsco.com,530-563-5055,,1966-01-29 00:00:00.000Z,b8a0fc36-5b23-44bc-9ce1-aaec28a9755b;United States;462 Hill Croft Farm Road;;Sacramento;CA;95814;false;Home Address,001,,,2022-08-11 13:35:48.604Z,2022-08-11 13:35:48.604Z,,
username:77239,da31cc09-f7be-4206-aed5-34615a7c77b2,externalsystemid:77239,0000077239,false,,"UC Other, Quarter",,,Englehart,Walter,P,,fse.hosting@ebsco.com,469-893-9037,,1991-07-09 00:00:00.000Z,94ab9196-d82c-43fb-833b-04ffcca80f45;United States;2263 Oakridge Lane;;Richardson;TX;75081;false;Home Address,001,,,2022-08-11 13:35:48.617Z,2022-08-11 13:35:48.617Z,,
username:77238,b7aabe13-73b7-4116-a27d-2d62fe8e41d5,externalsystemid:77238,0000077238,false,,Bindery Charges,,,Avery,Ethel,J,,fse.hosting@ebsco.com,973-279-3479,,1973-08-13 00:00:00.000Z,18e1f3bc-0034-424b-8534-d66b96d300d6;United States;3579 Drummond Street;;Paterson;NJ;7501;false;Home Address,001,,,2022-08-11 13:35:48.631Z,2022-08-11 13:35:48.631Z,,
username:77237,a9860792-fdee-4895-b5ca-7d85a060a0b7,externalsystemid:77237,0000077237,false,,"UC Stu/Non-Degree, Quarter",,,Dishman,Martha,K,,fse.hosting@ebsco.com,212-802-6998,,1974-09-07 00:00:00.000Z,454becf1-b038-4cfe-8124-94d158023d3e;United States;1604 Small Street;;Manhattan;NY;10016;false;Home Address,001,,,2022-08-11 13:35:48.645Z,2022-08-11 13:35:48.645Z,,
username:77236,325f7742-32c4-4a78-bed7-d2f18765dc17,externalsystemid:77236,0000077236,false,,"UC Department, Indefinite",,,Dustin,Sheila,R,,fse.hosting@ebsco.com,305-687-4406,,1982-07-27 00:00:00.000Z,fa065a67-b7a3-4310-9481-5ebf8f0a3bae;United States;2774 Golden Street;;Opa Locka;FL;33054;false;Home Address,001,,,2022-08-11 13:35:48.657Z,2022-08-11 13:35:48.657Z,,
username:77235,0c9fb83d-249a-471d-bb48-dad8b448c1fd,externalsystemid:77235,0000077235,false,,Google Book Cart,,,Bridges,Michael,A,,fse.hosting@ebsco.com,770-667-1940,,1968-08-16 00:00:00.000Z,f1854b34-ff02-432d-9b27-d9ed8d8483c3;United States;2681 Pine Garden Lane;;Alpharetta;GA;30201;false;Home Address,001,,,2022-08-11 13:35:48.670Z,2022-08-11 13:35:48.670Z,,
