User name,User id,External system id,Barcode,Active,Type,Patron group,Departments,Proxy for,Last name,First name,Middle name,Preferred first name,Email,Phone,Mobile phone,Date of birth,Addresses,Preferred contact type id,Enrollment date,Expiration date,Created date,Updated date,Tags,Custom fields
username:86313,6095e39e-5f4d-4089-9c27-2eefb87900df,externalsystemid:86313,0000086313,false,,"UC Trustee, Indefinite",,,Young,Albert,K,,fse.hosting@ebsco.com,859-669-2201,,1980-11-02 00:00:00.000Z,5fe3c5cc-6de3-4a12-8f10-c3a49b297a09;United States;1659 Mayo Street;;Covington;KY;41011;true;Home Address,001,,,2022-09-26 10:15:53.842Z,2022-09-26 10:15:53.842Z,,
username:86312,d30b8f59-ad3d-47ee-9104-60a8e50371fa,externalsystemid:86312,0000086312,false,,Mansueto,,,Heald,Eva,P,,fse.hosting@ebsco.com,229-403-6218,,1990-05-29 00:00:00.000Z,26989097-6fb7-4c4c-8f97-bdf4a5f31bba;United States;4601 Junkins Avenue;;Albany;GA;31707;true;Home Address,001,,,2022-09-26 10:15:53.860Z,2022-09-26 10:15:53.860Z,,
username:86311,71bfc135-1aba-4b03-bff2-b96f2bbed29c,externalsystemid:86311,0000086311,false,,"Northwestern, 12 Weeks",,,Meneses,Gerald,H,,fse.hosting@ebsco.com,315-749-1634,,1997-06-17 00:00:00.000Z,30d05c3f-bf50-4570-9c4b-a1226ff6c4d4;United States;4951 Saint Marys Avenue;;Syracuse;NY;13202;true;Home Address,001,,,2022-09-26 10:15:53.887Z,2022-09-26 10:15:53.887Z,,
username:86310,45d473bc-ec21-4d36-832d-6332cca23a24,externalsystemid:86310,0000086310,false,,"UC Academic, Qtr Unlim Ren",,,Hess,Gregory,P,,fse.hosting@ebsco.com,305-914-7774,,1967-07-11 00:00:00.000Z,e5a86ace-ccd8-414f-bcb5-9a2347ae00b8;United States;4513 Arbutus Drive;;Miami;FL;33179;true;Home Address,001,,,2022-09-26 10:15:53.906Z,2022-09-26 10:15:53.906Z,,
username:8631,d8fafba7-8f80-40f3-a0bc-4277ab347e20,externalsystemid:8631,000008631,false,,"Alum, Quarter 25",,,Gibson,Larry,A,,fse.hosting@ebsco.com,979-678-2258,,1961-11-23 00:00:00.000Z,fb513901-a6d5-41e2-878c-6d3d02441dba;United States;1707 Colonial Drive;;Houston;TX;77006;true;Home Address,001,,,2022-09-26 10:15:53.926Z,2022-09-26 10:15:53.926Z,,
username:86309,7b73529f-c9c3-45da-a627-53599f35d04f,externalsystemid:86309,0000086309,false,,"Non-UC User, Quarter 25",,,Huber,John,C,,fse.hosting@ebsco.com,904-614-6968,,1967-03-05 00:00:00.000Z,09933b00-9e23-4e0f-aa9d-b94053e4fbd9;United States;1971 Boundary Street;;Jacksonville;FL;32202;true;Home Address,001,,,2022-09-26 10:15:53.943Z,2022-09-26 10:15:53.943Z,,
username:86308,02e6765b-3303-427c-99c2-52c2eda83a0c,externalsystemid:86308,0000086308,false,,Mansueto,,,Brown,Scott,O,,fse.hosting@ebsco.com,440-346-9833,,1959-11-19 00:00:00.000Z,01dc90b1-2f67-4ed5-bd23-17879adb3ccf;United States;4490 Vineyard Drive;;Warrensville Heights;OH;44128;true;Home Address,001,,,2022-09-26 10:15:53.960Z,2022-09-26 10:15:53.960Z,,
username:86307,2a8ace04-07f7-4f49-bb10-0b1d4dc9b4db,externalsystemid:86307,0000086307,false,,"UC Stu/Non-Degree, Quarter",,,Shaffer,Jenifer,J,,fse.hosting@ebsco.com,412-337-6949,,1994-07-24 00:00:00.000Z,b1f69494-d81a-4fe4-b444-c3c93216ef41;United States;2987 Jacobs Street;;Pittsburgh;PA;15222;true;Home Address,001,,,2022-09-26 10:15:53.975Z,2022-09-26 10:15:53.975Z,,
username:86306,ef41dcf4-3a7e-4022-a665-37776e9af305,externalsystemid:86306,0000086306,false,,"UIC Faculty, 16/4 Weeks",,,Pyle,Robert,A,,fse.hosting@ebsco.com,816-777-4333,,1960-01-27 00:00:00.000Z,cdb0d201-f1fe-4be1-9946-a500a70976c0;United States;3090 Big Elm;;Lenexa;MO;66214;true;Home Address,001,,,2022-09-26 10:15:53.991Z,2022-09-26 10:15:53.991Z,,
username:86305,4de2932f-110b-4960-b6b4-dd509dc774eb,externalsystemid:86305,0000086305,false,,Do Not Use Email Test,,,Renken,Nelson,E,,fse.hosting@ebsco.com,610-496-7259,,1968-06-17 00:00:00.000Z,b53163e3-c341-434a-92f5-5a447208c909;United States;841 Cityview Drive;;Eagleville;PA;19403;true;Home Address,001,,,2022-09-26 10:15:54.015Z,2022-09-26 10:15:54.015Z,,
