User name,User id,External system id,Barcode,Active,Type,Patron group,Departments,Proxy for,Last name,First name,Middle name,Preferred first name,Email,Phone,Mobile phone,Date of birth,Addresses,Preferred contact type id,Enrollment date,Expiration date,Created date,Updated date,Tags,Custom fields
username:20642,bb8e4acc-ed2e-48ee-bf10-a9d47d176618,externalsystemid:20642,0000020642,true,,"UC Stu/Graduate, Quarter",,,Engen,Ruby,C,,fse.hosting@ebsco.org,256-273-9150,,1997-05-14 00:00:00.000Z,4c498e94-cc50-45b0-8bf9-a16b8e4f5fe5;United States;4154 Ritter Street;;Birmingham;AL;35203;true;Home Address,001,,2025-12-01 00:00:00.000Z,,,,
username:20641,e33d6651-296b-482d-9cca-42014b734303,externalsystemid:20641,0000020641,true,,"UC Stu/Graduate, Quarter",,,Owens,Rachel,J,,fse.hosting@ebsco.org,205-428-2990,,1964-03-10 00:00:00.000Z,e9cc424d-8a34-4dc4-a704-d231674c65c1;United States;666 Broad Street;;Bessemer;AL;35020;true;Home Address,001,,2025-12-01 00:00:00.000Z,,,,
username:20640,d142a5fc-f6f1-4d65-b581-a4eb495f4b3e,externalsystemid:20640,0000020640,true,,"UC Stu/Graduate, Quarter",,,Folse,Chester,N,,fse.hosting@ebsco.org,404-835-6015,,1977-03-29 00:00:00.000Z,1966861f-1a85-4ce4-a772-9db900f8cd5f;United States;3691 Stroop Hill Road;;East Point;GA;30344;true;Home Address,001,,2025-12-01 00:00:00.000Z,,,,
username:2064,4f689c78-b661-4b4a-b1cf-e5c060ac045a,externalsystemid:2064,000002064,true,,"UC Stu/Graduate, Quarter",,,Martinez,Mable,S,,fse.hosting@ebsco.org,601-963-1544,,1984-09-11 00:00:00.000Z,b3abbc08-e573-4251-ab62-980145308e3c;United States;4941 Washington Avenue;;Jackson;MS;39211;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-08-09 16:04:34.645Z,2022-08-09 16:04:34.645Z,,
username:20639,6013bc57-c09b-442b-a927-539a795ed865,externalsystemid:20639,0000020639,true,,"UC Stu/Graduate, Quarter",,,Thompson,Sharon,K,,fse.hosting@ebsco.org,701-258-6518,,1971-05-01 00:00:00.000Z,f796637a-dc02-4aa0-a4fd-28584d4e9fff;United States;3812 Catherine Drive;;Bismarck;ND;58501;true;Home Address,001,,2025-12-01 00:00:00.000Z,,,,
username:20638,891acfd1-bf17-420b-b4c0-38dbc74ce3ff,externalsystemid:20638,0000020638,true,,"UC Stu/Graduate, Quarter",,,Phelps,Jerry,L,,fse.hosting@ebsco.org,360-315-7326,,1981-09-13 00:00:00.000Z,647dbe0a-4cba-4fd0-b961-8fbb3304ecd0;United States;618 Terra Street;;Poulsbo;WA;98370;true;Home Address,001,,2025-12-01 00:00:00.000Z,,,,
username:20637,4a515563-6060-4c21-87b3-f2dd63f4aca1,externalsystemid:20637,0000020637,true,,"UC Stu/Graduate, Quarter",,,Lee,Paul,C,,fse.hosting@ebsco.org,313-602-3771,,1983-02-28 00:00:00.000Z,7b5ac562-696e-422e-9f41-7ddec81bf1c8;United States;1710 Tully Street;;Southfield;MI;48076;true;Home Address,001,,2025-12-01 00:00:00.000Z,,,,
username:20636,a883387d-e788-41ea-9d99-086d5a06b241,externalsystemid:20636,0000020636,true,,"UC Stu/Graduate, Quarter",,,Soto,Jean,T,,fse.hosting@ebsco.org,951-755-1630,,1968-04-03 00:00:00.000Z,3afb0557-05d9-4a41-9832-94e23fc4d0d1;United States;3246 Brown Bear Drive;;Los Angeles;CA;90017;true;Home Address,001,,2025-12-01 00:00:00.000Z,,,,
username:20635,52f4271d-57bc-4322-9df4-678edc98ccd9,externalsystemid:20635,0000020635,true,,"UC Stu/Graduate, Quarter",,,Cotton,Margaret,J,,fse.hosting@ebsco.org,334-439-9020,,1956-03-11 00:00:00.000Z,54063552-f738-450e-a7ef-c4570c5d3943;United States;3672 Fleming Street;;Montgomery;AL;36109;true;Home Address,001,,2025-12-01 00:00:00.000Z,,,,
username:20634,28928c9e-c598-4bf3-945e-e62627ddde16,externalsystemid:20634,0000020634,true,,"UC Stu/Graduate, Quarter",,,McCall,Selena,R,,fse.hosting@ebsco.org,937-291-5608,,1967-10-01 00:00:00.000Z,36ab3a3c-d464-44fd-b459-b88b2b362faa;United States;2431 Pursglove Court;;Dayton;OH;45459;true;Home Address,001,,2025-12-01 00:00:00.000Z,,,,
