User name,User id,External system id,Barcode,Active,Type,Patron group,Departments,Proxy for,Last name,First name,Middle name,Preferred first name,Email,Phone,Mobile phone,Date of birth,Addresses,Preferred contact type id,Enrollment date,Expiration date,Created date,Updated date,Tags,Custom fields
username:85136,5ea9ff82-65f6-45c1-b26f-65745297e46a,externalsystemid:85136,0000085136,true,,"UC Stu/Graduate, Quarter",,,Moffett,Daniel,V,,fse.hosting@ebsco.org,336-293-9572,,1984-04-04 00:00:00.000Z,3cf034d8-8e94-4948-a809-19c070db96f0;United States;4554 Bryan Street;;Greensboro;NC;27401;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:46:01.767Z,2022-11-30 13:46:01.767Z,,
username:85135,f0fe1a2c-b132-415b-be9a-13e59df9beed,externalsystemid:85135,0000085135,true,,"UC Stu/Graduate, Quarter",,,Harmon,Joshua,J,,fse.hosting@ebsco.org,361-644-9012,,1963-05-21 00:00:00.000Z,035aa07d-e336-4645-8253-ef82b0d27b46;United States;1704 White Avenue;;Corpus Christi;TX;78476;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:46:01.788Z,2022-11-30 13:46:01.788Z,,
username:85134,2552af3a-0172-4e3a-b17e-fb89bc282dd9,externalsystemid:85134,0000085134,true,,"UC Stu/Graduate, Quarter",,,Bedard,Rebecca,M,,fse.hosting@ebsco.org,678-613-8636,,1966-12-11 00:00:00.000Z,301cdc29-6ddb-4731-a8c3-3e052e2677e3;United States;1234 Hanifan Lane;;Roswell;GA;30076;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:46:01.812Z,2022-11-30 13:46:01.812Z,,
username:85133,8bf4d360-da01-438c-bd27-3d6cd4faa906,externalsystemid:85133,0000085133,true,,"UC Stu/Graduate, Quarter",,,Crumrine,Stephanie,C,,fse.hosting@ebsco.org,985-625-9866,,1994-09-07 00:00:00.000Z,951f5715-4ff8-4d45-bbde-5247eefb9858;United States;1192 Woodland Avenue;;New Orleans;LA;70171;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:46:02.037Z,2022-11-30 13:46:02.037Z,,
username:85132,5d802c03-5cca-43da-890e-4290b5d6728f,externalsystemid:85132,0000085132,true,,"UC Stu/Graduate, Quarter",,,Duarte,John,S,,fse.hosting@ebsco.org,208-783-3206,,1996-02-06 00:00:00.000Z,31925a4e-d84b-4b38-b080-024255401b20;United States;2097 Seltice Way;;Kellogg;ID;83837;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:46:02.061Z,2022-11-30 13:46:02.061Z,,
username:85131,93ca35a9-2760-45b4-9457-e77b665040b1,externalsystemid:85131,0000085131,true,,"UC Stu/Graduate, Quarter",,,Crawford,Gus,T,,fse.hosting@ebsco.org,407-696-4607,,1987-01-26 00:00:00.000Z,280357b9-b7a7-4035-83fa-3e24e1de346b;United States;4449 Grand Avenue;;Casselberry;FL;32707;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:46:02.084Z,2022-11-30 13:46:02.084Z,,
username:85130,872c3b48-a25b-4a72-bba3-3fce9b820b24,externalsystemid:85130,0000085130,true,,"UC Stu/Graduate, Quarter",,,Minor,Alma,A,,fse.hosting@ebsco.org,607-265-8035,,1975-12-22 00:00:00.000Z,2b361889-e2f8-4d3e-af8f-be7a709abda6;United States;1181 Hinkle Deegan Lake Road;;Masonville;NY;13804;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:46:02.106Z,2022-11-30 13:46:02.106Z,,
username:8513,6df11d76-1fc8-42ca-8829-7d1aaf0407b4,externalsystemid:8513,000008513,true,,"UC Stu/Graduate, Quarter",,,Lewis,Eileen,A,,fse.hosting@ebsco.org,530-272-6599,,1995-02-17 00:00:00.000Z,c620ef42-1a4e-4020-99e8-7852217eb15e;United States;3570 Francis Mine;;Grass Valley;CA;95945;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:46:02.129Z,2022-11-30 13:46:02.129Z,,
username:85129,52c642ed-975c-41cb-9c54-88591804899b,externalsystemid:85129,0000085129,true,,"UC Stu/Graduate, Quarter",,,Floyd,Stephanie,M,,fse.hosting@ebsco.org,307-389-2744,,1953-11-14 00:00:00.000Z,1a0c7094-5d2c-4976-860c-f5c225d8a587;United States;4410 Arbor Court;;Cheyenne;WY;82003;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:46:02.152Z,2022-11-30 13:46:02.152Z,,
username:85128,48277561-1c72-49fc-ab0a-ed5654fe0161,externalsystemid:85128,0000085128,true,,"UC Stu/Graduate, Quarter",,,Williams,Raymond,L,,fse.hosting@ebsco.org,304-536-1017,,1964-08-22 00:00:00.000Z,3e2ce77d-77c4-42dd-ae97-036c7d646731;United States;857 Columbia Mine Road;;White Sulphur Spring;WV;24986;true;Home Address,001,,2025-12-01 00:00:00.000Z,2022-11-30 13:46:02.175Z,2022-11-30 13:46:02.175Z,,
